1:324.187255859375,306.2061767578125,340.904296875,279.45892333984375,294.0965576171875,296.17596435546875,374.33843994140625,269.42864990234375,274.03607177734375,306.2061767578125,464.61053466796875,399.82171630859375,237.25852966308594,413.19537353515625,504.73150634765625,536.901611328125,257.3190002441406,540.2449951171875,374.33843994140625,289.4891357421875,294.0965576171875,282.80230712890625,334.21746826171875,373.074462890625,337.5609130859375,359.7008056640625,397.7423095703125,266.08526611328125,167.046875,72.16734313964844,280.722900390625,322.92327880859375,297.43994140625,306.2061767578125	
1:322.2489013671875,302.80487060546875,339.1116943359375,275.82440185546875,291.89581298828125,292.68719482421875,369.46478271484375,272.45184326171875,271.66046142578125,306.1774597167969,463.89654541015625,400.60919189453125,237.934814453125,410.7268981933594,507.7398681640625,525.3939819335938,241.307373046875,532.13916015625,372.83734130859375,289.31463623046875,315.5037841796875,282.56951904296875,328.9940185546875,373.62872314453125,335.7391357421875,363.5110168457031,275.03302001953125,296.05975341796875,447.03369140625,235.3536376953125,305.3860778808594,292.68719482421875,295.26837158203125,309.5500183105469	
1:322.276611328125,302.7604675292969,339.182373046875,275.71124267578125,291.8462219238281,292.61700439453125,372.993896484375,272.330078125,271.559326171875,306.14166259765625,464.28509521484375,400.81396484375,237.74777221679688,410.9573974609375,504.85894775390625,522.5354614257812,244.51007080078125,529.2977294921875,372.993896484375,285.8547058105469,315.5142822265625,279.0924072265625,329.0389404296875,373.76470947265625,335.80120849609375,363.62127685546875,258.0346984863281,421.10089111328125,447.37933349609375,238.51856994628906,278.32159423828125,323.04742431640625,295.2273864746094,309.5227966308594	
1:322.1986083984375,302.4989013671875,339.00347900390625,275.6111145019531,291.9498291015625,292.416015625,372.61322021484375,272.2501525878906,271.7839660644531,305.8598937988281,463.35955810546875,399.9671936035156,238.17420959472656,410.0501403808594,507.05224609375,524.3232421875,241.53518676757812,541.128173828125,372.61322021484375,289.05499267578125,295.310791015625,282.33306884765625,328.9205322265625,373.07940673828125,335.64251708984375,362.9964599609375,396.1400451660156,265.5281982421875,349.0863952636719,272.2501525878906,523.8571166992188,151.25502014160156,295.310791015625,309.22088623046875	
1:322.35015869140625,305.6153564453125,339.23541259765625,281.97601318359375,291.9566650390625,295.4842224121094,373.00592041015625,275.221923828125,271.6943664550781,305.6153564453125,464.1863098144531,400.1728210449219,237.92384338378906,413.6810607910156,508.0880126953125,535.2548828125,241.30088806152344,542.009033203125,254.80909729003906,417.0580749511719,315.5960388183594,281.97601318359375,332.4813232421875,373.15643310546875,335.85833740234375,359.648193359375,275.0714111328125,295.4842224121094,352.7436218261719,383.28759765625,278.448486328125,322.5006103515625,295.333740234375,305.6153564453125	
1:322.3094482421875,305.4864807128906,339.2242736816406,281.8056945800781,291.8627014160156,295.33758544921875,373.053955078125,271.65679931640625,274.9478454589844,305.4864807128906,464.3941650390625,400.2096252441406,237.73516845703125,413.7414855957031,508.37274169921875,535.5284423828125,254.6500244140625,542.2943115234375,254.6500244140625,417.1244812011719,315.5434875488281,281.8056945800781,173.45875549316406,129.57205200195312,335.84130859375,362.99700927734375,291.8627014160156,302.103515625,349.3731689453125,271.65679931640625,278.330810546875,322.40130615234375,295.24566650390625,305.4864807128906	
1:322.4627685546875,304.4919738769531,339.235107421875,281.0107727050781,292.27264404296875,294.4286193847656,372.7796630859375,274.3018798828125,272.1459045410156,304.4919738769531,463.3500671386719,398.4168395996094,238.601318359375,411.8346862792969,506.9580383300781,532.5950927734375,231.89239501953125,542.6585693359375,255.37359619140625,415.1891174316406,315.7538757324219,281.0107727050781,332.52618408203125,371.5811767578125,335.880615234375,361.51776123046875,396.2608947753906,267.59295654296875,161.44876098632812,69.67985534667969,356.00738525390625,270.9473876953125,295.62713623046875,304.4919738769531	
1:321.49615478515625,306.767822265625,338.253662109375,279.955810546875,291.3326416015625,293.36181640625,375.1202087402344,273.2528076171875,271.2236328125,300.0648193359375,462.25927734375,397.2583923339844,237.70858764648438,414.0159606933594,505.828857421875,531.3184814453125,241.06008911132812,541.373046875,254.46609497070312,410.6643981933594,314.79315185546875,279.955810546875,331.5506591796875,370.44635009765625,334.90216064453125,357.04034423828125,395.2292175292969,266.5498046875,348.30816650390625,427.4219665527344,355.01116943359375,273.2528076171875,294.68414306640625,303.41632080078125	
1:321.4886474609375,306.80792236328125,338.2398681640625,280.00604248046875,291.3365478515625,293.406982421875,375.09246826171875,273.3055725097656,271.235107421875,300.10748291015625,462.1986389160156,397.26434326171875,237.73272705078125,410.665283203125,505.7517395019531,534.6240234375,231.03225708007812,541.3245239257812,254.48391723632812,414.0155029296875,314.7882080078125,280.00604248046875,331.53936767578125,370.46246337890625,334.8896179199219,357.0615234375,395.19390869140625,263.2548828125,348.29058837890625,427.41650390625,354.99102783203125,273.3055725097656,294.686767578125,303.45770263671875	
1:318.41204833984375,305.84979248046875,338.60882568359375,278.9207763671875,291.4830627441406,292.38531494140625,372.27008056640625,272.18853759765625,271.28631591796875,302.48370361328125,463.15545654296875,396.73516845703125,237.62506103515625,413.5657958984375,506.91510009765625,531.3801879882812,240.99118041992188,541.4785766601562,254.4556884765625,410.19970703125,315.04595947265625,282.28692626953125,469.88775634765625,383.27069091796875,335.24267578125,359.70782470703125,234.25892639160156,403.46746826171875,214.06216430664062,427.03033447265625,355.439453125,268.82244873046875,294.84918212890625,302.48370361328125	
